Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1469746015860,-0.875,4.706e-06
1469746015870,-0.875,7.24e-06
1469746015880,-0.875,7.24e-06
1469746015890,-0.875,8.687999999999999e-06
1469746015900,-0.875,8.326e-06
1469746015910,-0.875,8.687999999999999e-06
1469746015920,-0.875,6.154e-06
1469746015930,-0.875,7.964e-06
1469746015940,-0.875,7.24e-06
1469746015950,-0.875,1.0498e-05
1469746015960,-0.875,1.629e-05
1469746015970,-0.875,2.172e-05
1469746015980,-0.875,1.7738e-05
1469746015990,-0.875,2.0272000000000002e-05
1469746016000,-0.875,1.991e-05
1469746016010,-0.875,2.1358e-05
1469746016020,-0.875,1.6652e-05
1469746016030,-0.875,1.267e-05
1469746016040,-0.875,9.05e-06
1469746016050,-0.875,9.05e-06
1469746016060,-0.875,8.326e-06
1469746016070,-0.875,1.1945999999999999e-05
1469746016080,-0.875,1.3755999999999998e-05
1469746016090,-0.875,1.086e-05
1469746016100,-0.875,7.964e-06
1469746016110,-0.875,7.24e-06
1469746016120,-0.875,6.154e-06
1469746016130,-0.875,1.086e-05
1469746016140,-0.875,1.5928e-05
1469746016150,-0.875,2.8598000000000003e-05
1469746016160,-0.875,2.2444e-05
