Geom. emittance [m]	5.053054316048623E-10
Setup N Sigma	4.5
RMS Momentum Deviation	3.06E-4
Number	Status	Collimator Name	Angle (deg)	JAW L Calib (mm)	JAW R Calib (mm)	LVDT gap	Gap Offset (mm)	Half Gap Meas (mm)	Eff sigma in coll plane	JAW L Setting (mm)	JAW R Setting (mm)	Target HALF GAP sigma	Pos (m)	Angle (rad)	Betax (m)	Betay (m)	halfgap (m)	sig_coll (m)	sigx (m)	sigy (m)	nsig	tilt1 (rad)	tilt2 (rad)	Ratio beam size (meas/exp)	Dx (m)	sigx (m) (with Dx)	sig_coll (m) (with Dx)	Coll setup time (sec)	Comments
9	True	TCP.C6L7.B1	0.0	0.735	-1.8	2.545035417999317	-0.5325	1.2675	n/a	n/a	n/a	4.595802072859205	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057123253E9	
10	True	TCL.5R5.B1	0.0	4.075	1.045	3.0898273462624393	2.56	1.5150000000000001	0.3356418212660452	7.594627318990678	-2.474627318990678	15.0	13513.55	0.0	222.9452231	1289.3152	0.006712836425320904	3.356418212660452E-4	3.356418212660452E-4	8.071542440021668E-4	20.0	0.0	0.0	100%	9.77E-4	3.3564195441134186E-4	3.3564195441134186E-4	1.461057267353E9	
11	True	TCP.C6L7.B1	0.0	0.7	-1.77	2.4756778496333545	-0.535	1.2349999999999999	n/a	n/a	n/a	4.477960994067942	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057287952E9	
12	True	TCP.C6L7.B1	0.0	0.7	-1.77	2.475886263081494	-0.535	1.2349999999999999	n/a	n/a	n/a	4.477960994067942	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.46105730731E9	
13	True	TCL.4R5.B1	0.0	5.96	0.585	5.411790094741306	3.2725	2.6875	0.6191740481094956	12.560110721642435	-6.015110721642434	15.0	13479.17	0.0	758.7025151	2140.634753	0.012383480962189913	6.191740481094957E-4	6.191740481094957E-4	0.0010400357531224745	20.0	0.0	0.0	100%	-0.014818	6.191906506087918E-4	6.191906506087918E-4	1.461057624628E9	
14	True	TCP.C6L7.B1	0.0	0.66	-1.75	2.4178242876027767	-0.5449999999999999	1.205	n/a	n/a	n/a	4.36918461364524	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057638627E9	
15	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
16	False	TCTPH.4L5.B1	0.0	0.0	0.0	0.0	0.0	0.0	1.0426367626631712	14.284123648485444	-14.284123648485444	13.7	13181.77	0.0	2151.355103	813.89828	0.015639551439947566	0.0010426367626631711	0.0010426367626631711	6.413011941809052E-4	15.0	0.0	0.0	100%	0.114944	0.0010432298640370204	0.0010432298640370204	0.0	
17	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
18	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
19	False	TCLA.7R3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.18453417153379817	0.0	0.0	0.0	6915.18	0.0	67.39064798	89.39037767	0.0018453417153379815	1.8453417153379816E-4	1.8453417153379816E-4	2.1253104095604716E-4	10.0	0.0	0.0	100%	1.125038	3.906007283363353E-4	3.906007283363353E-4	0.0	
20	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
21	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
22	False	TCLA.6R3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.2557470336556863	0.0	0.0	0.0	6843.77	0.0	129.4396243	168.7095854	0.0025574703365568627	2.557470336556863E-4	2.557470336556863E-4	2.9197580356328225E-4	10.0	0.0	0.0	100%	-1.303675	4.7386426518190335E-4	4.7386426518190335E-4	0.0	
23	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
24	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
25	False	TCLA.B5R3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.27679319199839675	0.0	0.0	0.0	6757.22	0.0	151.6201219	168.6872652	0.0027679319199839674	2.7679319199839673E-4	2.7679319199839673E-4	2.9195648879264504E-4	10.0	0.0	0.0	100%	-1.962978	6.613776858477985E-4	6.613776858477985E-4	0.0	
26	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
27	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
28	False	TCSG.B5R3.B1	11.40014125	0.0	0.0	0.0	0.0	0.0	0.16818173911784293	0.0	0.0	0.0	6724.74	0.19897	45.53932127	312.6773559	0.0015640901737959394	1.6818173911784293E-4	1.5169464851908862E-4	3.9748907692679637E-4	9.3	0.0	0.0	100%	-1.26823	4.166726477857099E-4	4.1593976627633556E-4	0.0	
29	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
30	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
31	False	TCSG.A5R3.B1	170.7987187	0.0	0.0	0.0	0.0	0.0	0.14868480550045554	0.0	0.0	0.0	6718.92	2.981	35.86864992	344.1110496	0.0013827686911542366	1.4868480550045554E-4	1.3462772236396675E-4	4.1699062631926176E-4	9.3	0.0	0.0	100%	-1.143741	3.749852611258125E-4	3.761177445992901E-4	0.0	
32	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
33	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
34	False	TCSG.4R3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.11508209366848728	0.0	0.0	0.0	6707.53	0.0	26.20966935	395.1948946	0.0010702634711169318	1.1508209366848728E-4	1.1508209366848728E-4	4.468714879961476E-4	9.3	0.0	0.0	100%	-0.920722	3.0433836604567475E-4	3.0433836604567475E-4	0.0	
35	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
36	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
37	False	TCSG.5L3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.16610945091080523	0.0	0.0	0.0	6521.04	0.0	54.6052901	298.6244862	0.0015448178934704888	1.6610945091080523E-4	1.6610945091080523E-4	3.884540833703145E-4	9.3	0.0	0.0	100%	1.172611	3.954028326190878E-4	3.954028326190878E-4	0.0	
38	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
39	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
40	False	TCP.6L3.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.2577979989477753	0.0	0.0	0.0	6487.67	0.0	131.524033	144.6956413	0.0020623839915822023	2.577979989477753E-4	2.577979989477753E-4	2.7039876752389024E-4	8.0	0.0	0.0	100%	2.149843	7.065613964164127E-4	7.065613964164127E-4	0.0	
41	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
42	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
43	False	TCTPH.4L2.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.1536603976370733	5.685434712571712	-5.685434712571712	37.0	3214.49	0.0	46.72721947	48.65712565	0.0038415099409268324	1.536603976370733E-4	1.536603976370733E-4	1.5680149832583E-4	25.0	0.0	0.0	100%	-0.104655	1.5696203973830227E-4	1.5696203973830227E-4	0.0	
44	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
45	True	TCP.C6L7.B1	0.0	1.075	-2.195	3.2780644409703497	-0.5599999999999999	1.6349999999999998	n/a	n/a	n/a	5.928312733037316	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461060386407E9	
46	True	TCL.6R1.B1	0.0	0.235	-1.165	1.3422101113534932	-0.465	0.7	0.09651398175276285	1.947849543819071	-2.877849543819071	25.0	256.14	0.0	18.43429358	466.0832933	0.001930279635055257	9.651398175276286E-5	9.651398175276286E-5	4.852982790869674E-4	20.0	0.0	0.0	100%	-0.050794	9.775751839975245E-5	9.775751839975245E-5	1.461060601126E9	
47	True	TCP.C6L7.B1	0.0	1.02	-2.055	3.081726445284474	-0.5175000000000001	1.5375	n/a	n/a	n/a	5.574789496663532	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461060625501E9	
48	True	TCP.C6L7.B1	0.0	0.66	-1.75	2.418165037841206	-0.5449999999999999	1.205	n/a	n/a	n/a	4.36918461364524	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.4610576583E9	
49	True	TCL.5R1.B1	0.0	0.7	-2.235	2.9659315434502425	-0.7675	1.4674999999999998	0.3352685195081714	4.26152779262257	-5.7965277926225705	15.0	184.36	0.0	222.4495783	1284.284085	0.006705370390163428	3.352685195081714E-4	3.352685195081714E-4	8.055778819420136E-4	20.0	0.0	0.0	100%	-0.082252	3.362119337145391E-4	3.362119337145391E-4	1.461057728533E9	
50	True	TCP.C6L7.B1	0.0	0.635	-1.725	2.3640974733423668	-0.545	1.1800000000000002	n/a	n/a	n/a	4.278537629959654	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057752084E9	
51	True	TCP.C6L7.B1	0.0	0.635	-1.725	2.3647792261598073	-0.545	1.1800000000000002	n/a	n/a	n/a	4.278537629959654	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057757638E9	
52	True	TCL.4R1.B1	0.0	1.895	-3.335	5.220828435616142	-0.72	2.615	0.6191740581066709	8.567610871600063	-10.007610871600065	15.0	149.73	0.0	758.7025396	2140.634749	0.01238348116213342	6.19174058106671E-4	6.19174058106671E-4	0.0010400357521507667	20.0	0.0	0.0	100%	-0.047972	6.193480442821514E-4	6.193480442821514E-4	1.461057828374E9	
53	True	TCP.C6L7.B1	0.0	0.615	-1.71	2.334155266606409	-0.5475	1.1625	n/a	n/a	n/a	4.215084741379743	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	1.461057845514E9	
54	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
55	False	TCTPH.4L1.B1	0.0	0.0	0.0	0.0	0.0	0.0	1.0426367684788735	14.284123728160568	-14.284123728160568	13.7	26511.36	0.0	2151.355127	813.8982777	0.015639551527183104	0.0010426367684788736	0.0010426367684788736	6.413011932747768E-4	15.0	0.0	0.0	100%	0.081852	0.0010429375670509137	0.0010429375670509137	0.0	
56	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
57	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
58	False	TCTPH.4L8.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.3490805996648591	12.915982187599786	-12.915982187599786	37.0	23197.43	0.0	241.1556604	301.6943854	0.008727014991621478	3.490805996648591E-4	3.490805996648591E-4	3.904456577134783E-4	25.0	0.0	0.0	100%	-0.025905	3.4917059051644444E-4	3.4917059051644444E-4	0.0	
59	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
60	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
61	False	TCLA.A7R7.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.180721439344032	0.0	0.0	0.0	20231.86	0.0	64.63464787	146.4551488	0.00180721439344032	1.80721439344032E-4	1.80721439344032E-4	2.7203783224974117E-4	10.0	0.0	0.0	100%	0.050695	1.813860015798009E-4	1.813860015798009E-4	0.0	
62	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
63	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
64	False	TCLA.D6R7.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.181300711352451	0.0	0.0	0.0	20214.51	0.0	65.0496628	157.9189141	0.00181300711352451	1.81300711352451E-4	1.81300711352451E-4	2.824841323824609E-4	10.0	0.0	0.0	100%	-0.015094	1.8135953495141205E-4	1.8135953495141205E-4	0.0	
65	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
66	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
67	False	TCLA.B6R7.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.28390074776341945	0.0	0.0	0.0	20178.96	0.0	159.5067647	76.38865974	0.0028390074776341945	2.8390074776341945E-4	2.8390074776341945E-4	1.9646782097747627E-4	10.0	0.0	0.0	100%	-0.151909	2.876810927984744E-4	2.876810927984744E-4	0.0	
68	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
69	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
70	False	TCSG.6R7.B1	0.500192155	0.0	0.0	0.0	0.0	0.0	0.41189408749911083	0.0	0.0	0.0	20141.02	0.00873	335.7728526	47.35578795	0.0027596903862440424	4.118940874991108E-4	4.119075699768564E-4	1.5469045500309024E-4	6.7	0.0	0.0	100%	-0.292543	4.21522652790988E-4	4.215087534225505E-4	0.0	
71	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
72	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
73	False	TCSG.B4L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.2657450254505234	0.0	0.0	0.0	19987.16	0.0	139.7578853	130.9955119	0.001780491670518507	2.6574502545052343E-4	2.6574502545052343E-4	2.572795049725675E-4	6.7	0.0	0.0	100%	-0.214633	2.7374071411881456E-4	2.7374071411881456E-4	0.0	
74	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0		0.329264	0.001047857	0.001047857	0.0	
75	False	TCP.C6L7.B1	0.0	0.0	0.0	0.0	0.0	0.0	0.27579516696014833	0.0	0.0	0.0	19791.18	0.0	150.5287087	82.76322635	0.0015720324516728457	2.7579516696014835E-4	2.7579516696014835E-4	2.0450111934118518E-4	5.7	0.0	0.0	100%	0.329264	0.001047857	0.001047857	0.0	
Vertical
0	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
1	False	TCTPV.4L5.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.6625370534938	9.076757632865059	-9.076757632865059	13.7	13183.45	1.571	2161.645428	868.6930571	0.009938055802407	6.625370534938E-4	0.0010451273491647883	6.625370330404655E-4	15.0	0.0	0.0	100%	0.112536	0.0010456945133116887	6.62537053530924E-4	0.0	
2	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
