collimator,angle,centre,sigma_x,sigma_y
TCP.C6R7.B2,0.0,0.295,0.27577290466037946,0.20448454206897648
TCP.D6L7.B1,1.571,0.0825,0.28331161624821743,0.1988478880704096
TCP.D6R7.B2,1.5708,0.58,0.28331161624821743,0.1988478880704096
TCSG.4L3.B2,0.0,-0.43,0.1150733195312404,0.4468359622905804
TCSG.4R3.B1,0.0,-0.27,0.11507281462848684,0.446835283888691
TCSG.5L3.B1,0.0,0.35,0.16609594633789557,0.3884227484469821
TCSG.5R3.B2,0.0,0.2725,0.1660952163145476,0.3884189113472123
TCSG.6L7.B2,0.008726600000000001,0.09,0.4118741021278934,0.15467787577091627
TCSG.6R7.B1,0.00873,-0.135,0.4118741021278934,0.15467789210238975
TCSG.A4L7.B1,2.3492,0.5975,0.2549660175834429,0.2671811441775927
TCSG.A4L7.B2,0.73478,-0.2525,0.22431217337474268,0.29814704227971955
TCSG.A4R7.B1,0.80809,-0.0825,0.24445530761649642,0.27731801344710755
TCSG.A4R7.B2,2.3056,0.32,0.26572350779251197,0.2572586475622472
TCSG.A5L3.B2,2.9810000000000003,-0.125,0.13461696460615266,0.4169577795186629
TCSG.A5L7.B1,0.71035,0.11,0.306543723583433,0.2715306420855161
TCSG.A5R3.B1,2.9810000000000003,-0.435,0.1346168332495069,0.41695681016557523
TCSG.A5R7.B2,0.7086,0.1975,0.30654364117697996,0.2715306420855161
TCSG.A6L7.B1,2.4627,0.04000000000000001,0.1419311284495021,0.3385972637878829
TCSG.A6R7.B2,2.4662,0.3675,0.14193112844950206,0.3385972637878829
TCSG.B4L7.B1,0.0,0.7475,0.26572350779251186,0.2572586475622472
TCSG.B4R7.B2,0.0,-0.04,0.27669899680964827,0.24757630017184007
TCSG.B5L3.B2,0.1885,-0.5,0.1516822722794886,0.39745785229271724
TCSG.B5L7.B1,2.5046,-0.03,0.28433026616228,0.2900491548357805
TCSG.B5L7.B2,2.4696,-0.217,0.24812290462080913,0.36768047331505815
TCSG.B5R3.B1,0.19897,-0.21,0.1516823555495051,0.397456835381475
TCSG.B5R7.B1,2.4696,0.10499999999999998,0.24812280281165622,0.3676805420192106
TCSG.B5R7.B2,2.5063,0.0475,0.28433017731777577,0.29004915483578053
TCSG.D4L7.B1,1.5708,-0.255,0.4101451964282657,0.18652163476696842
TCSG.D4R7.B2,1.5708,-0.215,0.4101451964282657,0.18652164831026416
TCSG.D5L7.B2,0.8971,-0.1925,0.3287287926164175,0.2830289147025348
TCSG.D5R7.B1,0.8971,0.1325,0.3287287926164174,0.2830289147025347
TCSG.E5L7.B2,2.2777,-0.165,0.3492398067946255,0.2622409627088095
TCSG.E5R7.B1,2.2776,0.05249999999999999,0.3492398067946255,0.2622409627088095
TCSP.A4L6.B2,0.0,-0.0775,0.5179730077406555,0.2936707665527044
TCSP.A4R6.B1,0.0,0.195,0.5146036492339923,0.2891844283358898
TCSPM.D4R7.B2,1.5708,,,
TCTPH.4L1.B1,0.0,-0.135,0.5997829017273765,0.4169421484252993
TCTPH.4L2.B1,0.0,0.36,0.20664217708996202,0.22948957043211604
TCTPH.4L5.B1,0.0,-2.068,0.5997830280789688,0.41694220901206375
TCTPH.4L8.B1,0.0,2.368,0.34419584541746956,0.3807772023167018
TCTPH.4R1.B2,0.0,-0.278,0.5997832386648971,0.41694220901206375
TCTPH.4R2.B2,0.0,0.318,0.20664226266213753,0.2294896805075825
TCTPH.4R5.B2,0.0,2.448,0.5997830280789688,0.41694220901206375
TCTPH.4R8.B2,0.0,-3.918,0.3441959922011831,0.3807772023167018
TCTPV.4L1.B1,1.571,-0.755,0.6023954697165357,0.4301373843560634
TCTPV.4L2.B1,1.571,-1.2630000000000001,0.20919371246064053,0.22822329083332452
TCTPV.4L5.B1,1.571,0.13,0.6023955955201458,0.43013744308422036
TCTPV.4L8.B1,1.571,-1.333,0.35186025290271394,0.381790276378003
TCTPV.4R1.B2,1.5708,-1.445,0.602395805192771,0.43013744308422036
TCTPV.4R2.B2,1.5708,-1.228,0.2091937849136017,0.22822329083332452
TCTPV.4R5.B2,1.5708,0.507,0.6023955955201458,0.4301373843560634
TCTPV.4R8.B2,1.5708,1.198,0.35186039648910783,0.381790276378003
TDI.4L2,1.571,,,
TDI.4R8,1.5708,,,
