,jaw,height,position,Maximum value,decay_a,decay_b,decay_c,collimator_type,beam_type,beam_state
156,0,18.745375000000003,3.626172053549459,25.159000000000002,20.30303782036766,4.336254114169579,4.855611048232925,TCP,PROTON,FT
157,1,0.05430000000000024,15.713878206530914,1.81,0.7691644906143876,0.01864311166075764,0.9205401795257626,TCSG,PROTON,FT
158,0,0.05430000000000024,18.99512863663028,1.81,0.7691644906143876,0.01864311166075764,0.9205401795257626,TCSG,PROTON,FT
159,0,,6.1912122828210165,3.801,1.4944632768361663,49.74392020902476,2.3065367231638394,TCSG,PROTON,FT
160,0,140.9085,3.2936720379394986,164.891,133.47862326549915,118.60407640904161,31.412376734500835,TCLA,PROTON,FT
161,0,3.076999999999998,1.5655116420085622,38.734,10.914236563118475,0.027137386700862444,22.121408559493098,TCP,PROTON,FT
162,1,4.6380989010989015,4.482696533330181,5.0680000000000005,5.055098475203783,0.4024351917851889,0.43900119701345097,TCP,PROTON,FT
163,0,4.6380989010989015,5.065094114432133,5.0680000000000005,5.055098475203783,0.4024351917851889,0.43900119701345097,TCP,PROTON,FT
164,0,0.8507,5.809587536741751,1.81,0.6029325814184185,0.9647642309841341,1.2610194307358005,TCLA,PROTON,FT
165,1,436.17924691358024,0.9680170403566647,447.07,435.11534324404255,307.4898257393711,11.95465675595741,TCTPH,PROTON,FT
166,0,1.2315000000000003,2.8362833588542493,2.5340000000000003,1.6200480882939805,0.004486684344670884,0.26844900247768366,TCLA,PROTON,FT
167,1,22.45639726027396,2.4649682126083645,59.54899999999999,32.18217829951674,0.026661580723012973,18.169015247855675,TCSG,PROTON,FT
168,1,4.111948717948717,2.710254453905518,6.877999999999999,3.6541536915636694,0.005044439501969129,1.2068663315982484,TCLA,PROTON,FT
169,0,4.111948717948717,4.671962439589512,6.877999999999999,3.6541536915636694,0.005044439501969129,1.2068663315982484,TCLA,PROTON,FT
170,0,162.28555263157895,3.6391857738792885,221.363,159.86099014628581,0.02426458172013043,-9.529879677409442,TCSP,PROTON,FT
171,1,33.112944444444445,8.34324433044079,39.458,33.958770107341245,27.055353851863043,5.499229890002253,TCTPH,PROTON,FT
172,1,3.9082325581395345,8.786227461759605,7.058999999999999,2.889984172768985,0.0277789910307762,3.066517286756161,TCLA,PROTON,FT
173,1,16.41398969072165,3.147472400578602,32.942,30.718470856304684,5.373671998894737,2.2234990510982846,TCTPH,PROTON,FT
174,1,6.681343137254903,3.510951761821109,7.24,5.6921838188920955,0.15391438931722995,0.6950587864764487,TCSG,PROTON,FT
175,0,6.681343137254903,3.510951761821109,7.24,5.6921838188920955,0.15391438931722995,0.6950587864764487,TCSG,PROTON,FT
176,1,1.2385555555555556,3.103082568099609,1.81,3.824285580935108,0.03735595520680189,0.5136332866211915,TCTPV,PROTON,FT
177,0,1.2385555555555556,3.103082568099609,1.81,3.824285580935108,0.03735595520680189,0.5136332866211915,TCTPV,PROTON,FT
178,1,2.792571428571428,3.084273596439443,9.049999999999999,1.7153230767431338,220.6751984024539,7.334676923008143,TCSG,PROTON,FT
179,1,-0.3619999999999992,1.0204556631383328,3.982,1.5450436308201312,0.019136084573346347,2.472050787973561,TCLA,PROTON,FT
180,0,-0.3619999999999992,16.19302012822144,3.982,1.5450436308201312,0.019136084573346347,2.472050787973561,TCLA,PROTON,FT
181,1,6.63503092783505,6.081955595375245,8.687999999999999,5.302674998667979,103.82895068861711,3.3853250013250764,TCSG,PROTON,FT
182,0,6.63503092783505,6.5189823447435264,8.687999999999999,5.302674998667979,103.82895068861711,3.3853250013250764,TCSG,PROTON,FT
183,0,483.0018518518518,6.527109700025291,493.40599999999995,422.15949622196825,0.07554691114751362,39.00085834831403,TCP,PROTON,FT
184,0,1.4784888888888892,5.839162956935115,3.801,2.0640071183016757,0.07262831717996991,1.7380948978321609,TCSG,PROTON,FT
185,1,1.2349423076923078,4.967008636768873,1.991,0.8484050082056032,0.10466121023560294,0.895152480577787,TCSG,PROTON,FT
186,0,1.2349423076923078,9.181440207360644,1.991,0.8484050082056032,0.10466121023560294,0.895152480577787,TCSG,PROTON,FT
187,1,2.523507246376811,0.44121028875557433,10.86,7.283207776951975,0.028508880135651955,3.457856066650278,TCP,PROTON,FT
188,1,156.40372289156628,2.792152481219885,156.746,124.03416729983344,0.07081722324911446,13.92308766497546,TCP,PROTON,FT
189,0,156.40372289156628,6.889726901711405,156.746,124.03416729983344,0.07081722324911446,13.92308766497546,TCP,PROTON,FT
190,1,-0.8506999999999962,7.391341767885663,23.53,16.393125828433643,0.02396499619387747,4.698834048946939,TCSG,PROTON,FT
191,1,5.784242857142855,3.6501758649486105,10.498,6.08060283166461,0.9961190377781305,4.590377881460235,TCSG,PROTON,FT
192,1,2.494814432989692,4.6022191840510125,13.755999999999998,5.148342106230283,0.10563072534321481,5.488782016970809,TCLA,PROTON,FT
193,0,2.0739344262295085,5.257949477646715,2.8960000000000004,2.495459471323368,0.025880478785904493,0.5477526219588753,TCP,PROTON,FT
194,1,-21.96948648648649,2.2119649526527225,34.571,34.43715798328269,0.009655083346814936,5.305717604909589,TCP,PROTON,FT
195,0,4.297457142857143,5.5843049629375345,13.394,9.912433031047117,0.025932403614709113,2.903828691374003,TCP,PROTON,FT
196,1,0.6245714285714283,6.488277669538684,1.629,1.0386021395770662,18.706447655171736,0.590397850184781,TCLA,PROTON,FT
197,0,32.516217821782185,2.1741739677625467,36.019000000000005,33.685368431348635,159.68978672741738,2.333631568647786,TCTPH,PROTON,FT
198,1,11.235923076923076,1.2518794390381494,30.226999999999997,8.628349221068857,0.01031912347967057,7.909883951494603,TCLA,PROTON,FT
199,1,7.39357575757576,3.423376203442209,11.584000000000001,6.887386146430691,6.750132437394405,4.696614694643072,TCSG,PROTON,FT
200,1,3.4738333333333338,3.448689741933381,5.0680000000000005,3.325087208545511,2.9846859819708618,1.7404043597440644,TCTPH,PROTON,FT
201,0,3.4738333333333338,2.265805820787149,5.0680000000000005,3.325087208545511,2.9846859819708618,1.7404043597440644,TCTPH,PROTON,FT
202,0,64.51221052631581,4.137423626904926,110.772,41.822187538989475,0.01672992766654339,23.538032256572723,TCP,PROTON,FT
203,1,9.458016949152537,2.831215481779207,33.846999999999994,19.289456332553392,0.008986094479500516,12.199937715593022,TCSG,PROTON,FT
204,1,74.2546301369863,4.826284009803385,166.158,63.13248041120729,0.017781747401470278,39.42463930549585,TCSG,PROTON,FT
205,1,7.340313253012038,1.0711958086615092,33.303999999999995,9.378258798199735,3.0899596016546846,23.92765954375367,TCLA,PROTON,FT
206,1,17.591509803921568,4.641500228521368,18.462,14.565461856648458,0.03718415222719228,1.5456122293020513,TCP,PROTON,FT
207,0,17.591509803921568,6.889726901711405,18.462,14.565461856648458,0.03718415222719228,1.5456122293020513,TCP,PROTON,FT
208,1,1.8283529411764716,5.827023325008016,5.0680000000000005,5.160650216059443,0.03967001213954633,1.1068408649345947,TCSG,PROTON,FT
209,1,4.825883116883114,4.639484116715393,13.575,7.957313009638173,3.5240715230793125,5.619425885290876,TCLA,PROTON,FT
210,0,4.102069306930694,2.8522201637973095,26.426000000000002,12.11032894756917,26.954526414875758,14.315671052634432,TCLA,PROTON,FT
211,0,4.404360655737706,6.652810504484128,7.602,4.69689349596325,0.025687700987518162,2.4341202211956503,TCSG,PROTON,FT
212,0,46.52992857142857,3.970658400044333,116.38299999999998,120.9850630879064,0.008405644401789572,-13.349397411599137,TCP,PROTON,FT
213,1,5.32802816901409,3.8853502063404624,38.01,8.406254716987435,1229.3220479561485,29.603745283018654,TCTPV,PROTON,FT
214,1,5.916174418604649,7.3804650972806085,9.774,4.408070804977171,2.7586293170800533,5.365072288839033,TCTPV,PROTON,FT
215,1,8.801568627450981,3.536252099558597,15.023,5.713035962545595,0.22544939495512017,6.224547143043638,TCSG,PROTON,FT
216,1,4.980765432098764,4.598080942516513,12.308,5.868385138904224,251.7407399182153,6.439614861095774,TCTPH,PROTON,FT
217,0,4.980765432098764,4.598080942516513,12.308,5.868385138904224,251.7407399182153,6.439614861095774,TCTPH,PROTON,FT
218,0,6.505030303030301,1.95897368207475,19.005,5.983147851618541,0.3495925384549245,12.115441048025993,TCP,PROTON,FT
219,0,2.657683333333331,2.2060514444494537,20.090999999999998,6.5795344552509185,0.01793990687781681,12.029855516672036,TCP,PROTON,FT
220,0,13.315265822784811,6.440400344864434,20.634,16.63807796281307,14.198706198455698,3.9959218823556597,TCTPH,PROTON,FT
221,0,-49.79029577464787,8.218140828224536,33.666,22.666372736927116,0.050794529959056006,8.31667610222927,TCSG,PROTON,FT
222,0,25.180630136986302,5.729351844704867,31.856,15.460390669393346,0.24010421280583022,10.23397561028891,TCP,PROTON,FT
223,0,125.16904166666666,6.001314748677037,162.53799999999998,444.63520839125385,0.0021949092069736406,-303.6243629807221,TCP,PROTON,FT
224,0,2.3742941176470582,5.783744425462159,6.877999999999999,-13253.175421359378,1.812585448906162e-06,13256.104883520065,TCP,PROTON,FT
225,1,78.98839999999998,2.628974742595831,116.564,70.0648758511312,0.029911117504434523,30.002888347766966,TCP,PROTON,FT
226,1,25.278589285714283,2.1367267568789288,64.979,22.98573893978091,0.031234915654262993,36.52614929753966,TCSG,PROTON,FT
227,1,9.283913043478261,3.550568909650391,11.765,7.141274241832556,0.0487998981337133,5.168010703119354,TCSG,PROTON,FT
228,0,9.283913043478261,2.6056594417595615,11.765,7.141274241832556,0.0487998981337133,5.168010703119354,TCSG,PROTON,FT
229,1,8.264295454545456,1.8530832126323797,16.471,6.161442113574469,0.021460945049131985,9.83628358574621,TCP,PROTON,FT
230,1,5.774630434782608,1.5048614022362357,17.014,7.248740814183474,0.06311789274754205,3.1067608560542292,TCP,PROTON,FT
231,1,6.532446428571428,1.1858208746440249,12.72,8.912492564736631,1.4209548354146435,3.846153078808789,TCTPH,PROTON,FT
232,0,6.532446428571428,4.065671570208085,12.72,8.912492564736631,1.4209548354146435,3.846153078808789,TCTPH,PROTON,FT
233,1,27.546871559633026,2.5020587169710904,39.458,25.25216176462475,468.67308779974417,14.205838235263172,TCP,PROTON,FT
234,1,4.250378378378381,1.8177863895346202,12.489,501.25723369280956,6.7555751822932675e-06,-490.76918456344407,TCP,PROTON,FT
235,0,3.28746511627907,9.143883035712564,7.421,2.2388706264044815,1.0145457590516194,5.222982793547877,TCTPH,PROTON,FT
236,1,6.757925925925926,8.134190242550847,9.231,5.0370694752700595,0.012884017880250547,2.5807935538946594,TCSG,PROTON,FT
237,0,6.757925925925926,6.277069182607731,9.231,5.0370694752700595,0.012884017880250547,2.5807935538946594,TCSG,PROTON,FT
238,0,47.12488679245283,5.638697543318907,63.712,37.03612283004268,0.7234525985681156,24.4818164118168,TCP,PROTON,FT
239,1,13.175027777777775,5.693487373897945,17.375999999999998,12.212714285712773,197.1081785489888,5.163285714285223,TCSG,PROTON,FT
240,0,34.28521052631578,1.3418671217216247,63.349999999999994,28.775430798063862,0.03330959317427957,20.50553512439156,TCP,PROTON,FT
241,0,5.817857142857144,2.357566533305579,12.308,6.245724764411343,0.0358491157760168,5.651865149835997,TCSG,PROTON,FT
242,1,11.32542857142857,3.263554848223162,19.729,10.48774862650938,0.036250099112176595,6.107852261233242,TCP,PROTON,FT
243,0,13.315,2.488544647956226,17.738,13.80713232353128,0.036475783466715914,3.4385845190729736,TCSG,PROTON,FT
244,0,19.445851485148516,8.838602361988224,25.701999999999998,20.088618421052633,213.8635856794229,5.613381578947369,TCTPH,PROTON,FT
245,1,0.8963891891891893,4.866141936634773,3.077,0.9029685784506712,1.9775735676855961,2.177287346296336,TCLA,PROTON,FT
246,1,14.305039999999998,15.904735840968202,18.281,16.8396049243031,2.5309100609920434,1.4316145946517853,TCTPH,PROTON,FT
247,1,3.3187551020408153,8.333759597223235,6.877999999999999,2.30391854000849,0.04227661625536605,4.237440913321342,TCTPV,PROTON,FT
248,0,3.3187551020408153,8.333759597223235,6.877999999999999,2.30391854000849,0.04227661625536605,4.237440913321342,TCTPV,PROTON,FT
249,1,1.9988172043010755,7.089166364655682,2.5340000000000003,1.585448825129876,0.0683276706668661,0.5927499409760469,TCP,PROTON,FT
250,0,1.9988172043010755,7.886924216432791,2.5340000000000003,1.585448825129876,0.0683276706668661,0.5927499409760469,TCP,PROTON,FT
251,0,50.468264150943405,5.783744425899589,65.16000000000001,45.15312676710026,24.718915652571607,20.00687323917398,TCP,PROTON,FT
252,1,1.257479166666667,15.99196473965586,2.353,1.4022231896174897,0.9226393835009846,0.8939241459235798,TCTPH,PROTON,FT
253,0,1.257479166666667,15.99196473965586,2.353,1.4022231896174897,0.9226393835009846,0.8939241459235798,TCTPH,PROTON,FT
254,1,62.763676056338,2.284488395008852,278.73999999999995,154.31564774371046,0.028422300178188222,43.00988472168461,TCP,PROTON,FT
255,0,62.763676056338,6.436455398636051,278.73999999999995,154.31564774371046,0.028422300178188222,43.00988472168461,TCP,PROTON,FT
256,1,9.378385714285715,2.3772069224397177,24.254,11.555935608047152,0.022679427817729244,11.878453872626498,TCSG,PROTON,FT
257,1,1.8267708333333355,8.305316731676914,8.145000000000001,3.5649274468722885,0.1489692002432069,4.769320505858224,TCTPV,PROTON,FT
258,0,1.8267708333333355,8.305316731676914,8.145000000000001,3.5649274468722885,0.1489692002432069,4.769320505858224,TCTPV,PROTON,FT
259,1,9.939916666666662,7.209818504440734,27.511999999999997,8.936037037068203,23.4774144900477,18.575962962954655,TCTPV,PROTON,FT
260,0,9.939916666666662,3.0716386527794843,27.511999999999997,8.936037037068203,23.4774144900477,18.575962962954655,TCTPV,PROTON,FT
261,0,0.9049999999999994,2.963181402755253,4.162999999999999,1.8671499783634797,0.38187692678686147,3.1287911743084926,TCLA,PROTON,FT
262,0,1.2986097560975614,2.5766680860736986,2.353,0.9401666442540284,0.03353744556356239,1.3987228413776638,TCP,PROTON,FT
263,1,3.7293648648648645,15.948350290328086,7.24,5.469126215495571,47.5364701309113,1.7708737844970674,TCTPH,PROTON,FT
264,0,3.7293648648648645,15.948350290328086,7.24,5.469126215495571,47.5364701309113,1.7708737844970674,TCTPH,PROTON,FT
265,1,146.93967857142857,1.504861402756528,182.81,132.2178007254377,1.599432496586491,49.99601861595254,TCP,PROTON,FT
266,0,3.2594736842105245,7.90301397452178,8.325999999999999,3.80036215398674,0.7960583895660232,4.211630973186121,TCSG,PROTON,FT
267,1,2.6546666666666674,3.6200053866240505,7.24,2.9254144805455136,0.030072960794133748,5.087246045011457,TCSG,PROTON,FT
268,1,1.8305416666666674,3.468877475641995,5.0680000000000005,2.747627450600537,60.885015357718935,2.3203725493994645,TCTPV,PROTON,FT
269,1,37.830412371134024,18.610127604315274,38.553000000000004,37.60394999108359,29.543962536828747,0.9490499958476746,TCTPH,PROTON,FT
270,0,37.830412371134024,18.610127604315274,38.553000000000004,37.60394999108359,29.543962536828747,0.9490499958476746,TCTPH,PROTON,FT
271,1,0.1869608938547485,37.655862876872,0.5429999999999999,0.18371466748508397,16.018564583216367,0.3592849553072577,TCTPH,PROTON,FT
272,0,0.1869608938547485,37.655862876872,0.5429999999999999,0.18371466748508397,16.018564583216367,0.3592849553072577,TCTPH,PROTON,FT
273,1,71.61394285714286,0.5032001707329898,105.70400000000001,65.17058924967509,1.2951950524644602,39.50016279067836,TCP,PROTON,FT
