Timestamp,position,BLMTI.05R7.B1E10_TCSG.D5R7.B1
1459975900740,1.13,1.1945999999999999e-05
1459975900750,1.13,9.05e-06
1459975900760,1.13,7.964e-06
1459975900770,1.13,9.05e-06
1459975900780,1.13,7.24e-06
1459975900790,1.13,1.0136000000000001e-05
1459975900800,1.13,7.602e-06
1459975900810,1.13,1.2308e-05
1459975900820,1.13,9.412e-06
1459975900830,1.13,1.629e-05
1459975900840,1.13,1.1945999999999999e-05
1459975900850,1.13,9.05e-06
1459975900860,1.13,2.5340000000000002e-06
1459975900870,1.13,7.964e-06
1459975900880,1.13,9.05e-06
1459975900890,1.13,8.687999999999999e-06
1459975900900,1.13,7.602e-06
1459975900910,1.13,9.412e-06
1459975900920,1.13,7.24e-06
1459975900930,1.13,9.774e-06
1459975900940,1.13,5.0680000000000004e-06
1459975900950,1.13,7.964e-06
